时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-232049,0,X,-000003.7
20250120-232049,1,X,-000005.0
20250120-232049,2,Z,+000003.3
20250120-232049,3,X,-000005.8
20250120-232049,3,Z,-000003.9
20250120-232049,5,Z,-000004.5
20250120-232049,6,Y,-000005.5
20250120-232049,7,Y,+000005.3
20250120-232049,9,Y,+000002.8
20250120-232049,10,Y,-000003.5
20250120-232049,12,X,-000002.5
20250120-232049,13,Z,+000003.4
20250120-232049,14,X,-000004.8
20250120-232049,14,Y,-000003.1
20250120-232049,14,Z,+000002.7
20250120-232049,15,Y,-000003.0
20250120-232050,0,Y,-000002.7
20250120-232050,0,Z,+000003.4
20250120-232050,1,X,+000002.7
20250120-232050,1,Y,+000003.8
20250120-232050,1,Z,-000005.0
20250120-232050,3,X,-000004.2
20250120-232050,4,Y,-000004.7
20250120-232050,5,X,+000004.5
20250120-232050,6,Y,+000002.6
20250120-232050,7,Y,+000004.1
20250120-232050,7,Z,-000003.3
20250120-232050,9,Y,+000002.8
20250120-232050,13,X,-000005.3
20250120-232050,13,Y,-000005.0
20250120-232050,13,Z,+000003.4
20250120-232050,14,Y,+000005.1
20250120-232050,15,Y,+000002.9
20250120-232051,0,X,-000003.7
20250120-232051,0,Y,-000003.1
20250120-232051,0,Z,-000006.7
20250120-232051,1,X,-000008.5
20250120-232051,1,Z,+000002.8
20250120-232051,4,X,+000003.9
20250120-232051,4,Z,+000003.4
20250120-232051,5,X,+000004.1
20250120-232051,6,X,-000009.9
20250120-232051,6,Z,-000003.3
20250120-232051,7,Z,-000003.3
20250120-232051,8,Y,-000002.9
20250120-232051,9,X,+000003.7
20250120-232051,9,Z,+000005.2
20250120-232051,10,Y,+000003.5
20250120-232051,10,Z,-000005.7
20250120-232051,12,Y,-000008.5
20250120-232051,12,Z,+000005.4
20250120-232051,14,Z,-000003.9
20250120-232052,0,Z,-000005.2
20250120-232052,1,Y,+000002.6
20250120-232052,1,Z,+000003.2
20250120-232052,2,X,-000007.1
20250120-232052,2,Y,+000005.5
20250120-232052,3,Y,-000002.7
20250120-232052,4,Y,-000004.7
20250120-232052,4,Z,+000003.4
20250120-232052,5,X,+000002.5
20250120-232052,5,Z,+000006.7
20250120-232052,7,Z,+000006.4
20250120-232052,9,X,+000004.4
20250120-232052,9,Z,-000002.6
20250120-232052,10,X,+000006.7
20250120-232052,10,Y,-000003.1
20250120-232052,11,X,+000005.3
20250120-232052,11,Z,-000006.1
20250120-232052,12,Y,-000005.4
20250120-232052,13,X,+000003.2
20250120-232052,14,X,-000002.9
20250120-232053,0,Z,+000003.4
20250120-232053,1,Y,-000004.8
20250120-232053,1,Z,-000005.0
20250120-232053,2,Y,+000005.9
20250120-232053,3,Y,-000005.4
20250120-232053,3,Z,+000007.0
20250120-232053,4,Y,+000003.9
20250120-232053,4,Z,+000003.0
20250120-232053,5,X,-000005.2
20250120-232053,6,Y,+000003.0
20250120-232053,6,Z,+000003.0
20250120-232053,7,Y,+000002.9
20250120-232053,8,Z,-000002.8
20250120-232053,9,Y,-000005.3
20250120-232053,10,Y,-000005.4
20250120-232053,11,Y,-000003.9
20250120-232053,11,Z,+000005.2
20250120-232053,13,X,-000003.8
20250120-232053,13,Y,+000004.7
20250120-232053,13,Z,-000003.5
20250120-232053,14,X,-000003.6
20250120-232053,15,Y,-000003.7
20250120-232053,15,Z,-000003.8
20250120-232054,0,X,-000002.9
20250120-232054,0,Y,+000004.3
20250120-232054,0,Z,+000003.0
20250120-232054,4,Y,-000003.5
20250120-232054,4,Z,-000003.6
20250120-232054,5,X,-000006.4
20250120-232054,5,Z,-000005.7
20250120-232054,7,X,+000003.8
20250120-232054,7,Y,+000005.7
20250120-232054,7,Z,-000004.0
20250120-232054,9,X,-000003.3
20250120-232054,9,Z,-000004.1
20250120-232054,11,X,+000002.6
20250120-232054,11,Y,-000006.2
20250120-232054,11,Z,-000004.1
20250120-232054,13,Y,+000007.8
20250120-232054,14,Y,+000003.1
20250120-232055,0,Y,+000002.7
20250120-232055,1,X,+000004.7
20250120-232055,4,Y,-000007.4
20250120-232055,7,Z,+000002.9
20250120-232055,8,X,+000005.0
20250120-232055,8,Y,-000002.9
20250120-232055,9,Y,+000003.2
20250120-232055,10,Y,-000004.6
20250120-232055,10,Z,-000004.1
20250120-232055,12,X,-000002.5
20250120-232055,14,Y,-000006.6
20250120-232055,15,X,+000005.2
20250120-232056,0,Y,+000003.1
20250120-232056,1,Z,+000003.2
20250120-232056,2,X,-000004.0
20250120-232056,2,Y,-000005.0
20250120-232056,2,Z,+000005.6
20250120-232056,3,X,+000003.5
20250120-232056,3,Y,-000005.8
20250120-232056,3,Z,+000004.2
20250120-232056,5,Z,-000005.3
20250120-232056,6,X,-000004.9
20250120-232056,7,Z,+000006.1
20250120-232056,8,X,+000003.1
20250120-232056,10,X,-000004.2
20250120-232056,10,Y,-000002.7
20250120-232056,10,Z,+000004.4
20250120-232056,12,Y,+000002.8
20250120-232056,15,X,+000005.2
20250120-232056,15,Z,-000002.7
20250120-232057,0,Y,+000006.2
20250120-232057,1,Y,+000003.0
20250120-232057,2,X,+000003.7
20250120-232057,2,Z,-000002.6
20250120-232057,3,Y,+000005.5
20250120-232057,4,Z,+000003.8
20250120-232057,6,Z,+000003.3
20250120-232057,7,Z,+000003.7
20250120-232057,8,Y,-000003.3
20250120-232057,9,X,+000005.2
20250120-232057,10,Z,-000004.5
20250120-232057,13,X,-000003.4
20250120-232057,13,Y,+000002.8
20250120-232057,13,Z,+000005.4
20250120-232057,14,Z,+000004.7
20250120-232058,0,Y,+000004.7
20250120-232058,1,X,-000003.1
20250120-232058,1,Z,-000002.7
20250120-232058,2,Z,+000003.3
20250120-232058,3,X,+000006.2
20250120-232058,3,Y,-000003.8
20250120-232058,4,X,+000004.3
20250120-232058,4,Z,+000006.1
20250120-232058,6,Y,+000004.2
20250120-232058,6,Z,+000003.0
20250120-232058,7,Y,+000004.9
20250120-232058,8,Z,+000004.2
20250120-232058,9,X,-000003.7
20250120-232058,10,Y,+000004.7
20250120-232058,10,Z,-000002.6
20250120-232058,11,X,+000004.2
20250120-232058,12,X,-000003.7
20250120-232058,12,Y,+000002.8
20250120-232058,13,Z,+000002.7
20250120-232058,15,X,+000002.9
20250120-232058,15,Y,+000003.6
20250120-232059,1,X,+000002.7
20250120-232059,1,Y,-000008.2
20250120-232059,1,Z,-000002.7
20250120-232059,3,X,+000007.0
20250120-232059,4,X,-000006.2
20250120-232059,5,Y,-000003.2
20250120-232059,6,X,-000002.5
20250120-232059,6,Y,+000002.6
20250120-232059,6,Z,-000007.5
20250120-232059,7,X,-000003.1
20250120-232059,7,Z,+000004.9
20250120-232059,8,X,-000003.1
20250120-232059,9,Z,+000004.8
20250120-232059,10,Y,+000002.8
20250120-232059,10,Z,+000003.6
20250120-232059,11,X,-000002.8
20250120-232059,12,Y,-000003.4
20250120-232059,13,X,-000007.3
20250120-232059,13,Y,+000007.0
20250120-232059,14,Z,+000002.7
20250120-232100,0,X,+000003.3
20250120-232100,0,Y,+000008.9
20250120-232100,0,Z,+000002.6
20250120-232100,1,Y,-000007.5
20250120-232100,2,X,-000003.6
20250120-232100,2,Y,+000005.1
20250120-232100,2,Z,-000003.7
20250120-232100,3,Z,-000005.1
20250120-232100,4,Z,+000006.9
20250120-232100,5,X,+000003.3
20250120-232100,5,Z,-000004.1
20250120-232100,6,Y,+000002.6
20250120-232100,7,Y,-000003.3
20250120-232100,7,Z,+000003.3
20250120-232100,8,Y,-000003.3
20250120-232100,9,Y,-000002.6
20250120-232100,9,Z,-000005.7
20250120-232100,10,X,-000005.7
20250120-232100,10,Z,+000003.6
20250120-232100,12,X,+000005.6
20250120-232100,13,Y,+000004.7
20250120-232100,14,X,+000002.6
20250120-232100,14,Y,-000002.7
20250120-232100,14,Z,-000003.5
20250120-232100,15,Z,+000003.1
20250120-232102,0,X,+000005.7
20250120-232102,0,Y,-000002.7
20250120-232102,0,Z,-000007.5
20250120-232102,2,Y,+000003.5
20250120-232102,4,Y,+000004.3
20250120-232102,5,Z,-000003.4
20250120-232102,6,X,+000002.9
20250120-232102,6,Y,+000005.0
20250120-232102,7,Y,-000005.6
20250120-232102,9,Z,-000002.6
20250120-232102,10,Y,-000002.7
20250120-232102,10,Z,-000003.8
20250120-232102,11,X,+000006.5
20250120-232102,11,Z,+000004.0
20250120-232102,12,X,+000003.7
20250120-232102,12,Y,+000005.9
20250120-232102,14,X,-000003.6
20250120-232102,14,Y,-000002.7
20250120-232102,14,Z,+000007.8
20250120-232102,15,Z,-000006.2
20250120-232104,0,Y,-000003.5
20250120-232104,0,Z,+000004.5
20250120-232104,1,Y,-000005.9
20250120-232104,4,X,+000004.7
20250120-232104,5,Y,+000004.2
20250120-232104,5,Z,-000004.1
20250120-232104,6,X,+000002.5
20250120-232104,6,Y,+000003.8
20250120-232104,7,X,+000003.1
20250120-232104,7,Y,-000002.9
20250120-232104,7,Z,+000005.3
20250120-232104,8,Z,+000003.0
20250120-232104,14,X,+000002.6
20250120-232104,14,Y,-000006.2
20250120-232104,15,X,+000005.2
20250120-232104,15,Y,-000003.3
20250120-232105,0,X,-000004.1
20250120-232105,1,Z,+000003.9
20250120-232105,2,X,+000005.7
20250120-232105,2,Z,+000003.3
20250120-232105,3,X,-000004.6
20250120-232105,3,Y,-000004.2
20250120-232105,3,Z,-000002.7
20250120-232105,5,Z,+000003.2
20250120-232105,6,Y,+000004.6
20250120-232105,6,Z,+000004.5
20250120-232105,7,Y,-000006.4
20250120-232105,7,Z,+000005.7
20250120-232105,8,X,-000007.0
20250120-232105,8,Z,-000007.1
20250120-232105,9,Z,-000004.1
20250120-232105,10,X,+000002.8
20250120-232105,10,Y,+000006.6
20250120-232105,11,Y,-000002.7
20250120-232105,12,Z,+000005.0
20250120-232105,13,X,+000002.8
20250120-232105,13,Y,+000004.3
20250120-232105,13,Z,-000005.1
20250120-232105,15,X,-000003.4
20250120-232105,15,Y,-000003.3
20250120-232105,15,Z,+000003.1
20250120-232106,0,Z,-000004.0
20250120-232106,1,Y,-000006.7
20250120-232106,2,Y,+000005.9
20250120-232106,4,X,-000004.2
20250120-232106,4,Y,+000010.5
20250120-232106,4,Z,+000005.7
20250120-232106,6,X,-000003.7
20250120-232106,6,Z,-000004.0
20250120-232106,7,Y,-000004.0
20250120-232106,7,Z,+000004.1
20250120-232106,9,X,-000006.0
20250120-232106,10,Y,-000005.8
20250120-232106,10,Z,-000004.9
20250120-232106,11,Y,+000005.1
20250120-232106,12,X,+000006.4
20250120-232106,13,Y,-000005.4
20250120-232106,14,X,-000003.3
20250120-232107,0,Z,-000003.6
20250120-232107,1,X,+000003.9
20250120-232107,1,Z,-000008.1
20250120-232107,2,Z,+000004.8
20250120-232107,3,Y,+000002.8
20250120-232107,3,Z,+000002.7
20250120-232107,4,X,+000003.5
20250120-232107,4,Y,-000005.1
20250120-232107,4,Z,+000002.6
20250120-232107,5,Z,+000002.9
20250120-232107,6,Z,-000007.1
20250120-232107,7,Z,-000005.6
20250120-232107,8,Y,-000004.1
20250120-232107,9,Y,-000003.4
20250120-232107,9,Z,+000003.6
20250120-232107,11,X,+000003.0
20250120-232107,11,Y,-000002.7
20250120-232107,11,Z,+000004.0
20250120-232107,12,X,+000005.2
20250120-232107,12,Z,+000003.8
20250120-232107,13,Y,-000002.7
20250120-232107,13,Z,+000003.1
20250120-232107,15,X,-000002.6
20250120-232107,15,Z,-000003.5
20250120-232108,0,X,+000002.5
20250120-232108,0,Z,+000003.4
20250120-232108,1,X,+000003.1
20250120-232108,2,X,-000004.4
20250120-232108,2,Z,+000003.6
20250120-232108,3,Z,-000003.1
20250120-232108,4,Z,-000003.2
20250120-232108,5,X,+000007.6
20250120-232108,5,Y,+000004.9
20250120-232108,5,Z,-000003.4
20250120-232108,6,Z,-000005.2
20250120-232108,7,Y,+000003.7
20250120-232108,7,Z,+000007.2
20250120-232108,10,Z,+000003.6
20250120-232108,11,X,-000004.0
20250120-232108,11,Y,-000002.7
20250120-232108,12,Z,-000003.1
20250120-232108,13,Y,-000002.7
20250120-232108,14,X,+000003.0
20250120-232108,14,Y,+000002.7
20250120-232108,14,Z,+000003.9
20250120-232108,15,X,+000004.4
20250120-232109,1,Z,-000006.9
20250120-232109,2,X,+000005.7
20250120-232109,2,Z,+000003.6
20250120-232109,3,Z,+000002.7
20250120-232109,4,Z,-000005.6
20250120-232109,5,X,-000007.2
20250120-232109,5,Y,+000004.2
20250120-232109,6,Y,+000003.8
20250120-232109,6,Z,-000006.8
20250120-232109,7,Y,-000004.4
20250120-232109,8,X,+000004.6
20250120-232109,8,Y,-000002.9
20250120-232109,9,Y,-000005.3
20250120-232109,9,Z,-000002.9
20250120-232109,10,Y,+000002.8
20250120-232109,11,Z,+000009.1
20250120-232109,12,Y,-000005.4
20250120-232109,12,Z,-000002.8
20250120-232109,13,X,+000004.4
20250120-232109,14,Y,-000006.6
20250120-232110,0,Y,-000006.2
20250120-232110,0,Z,-000005.2
20250120-232110,1,X,-000003.1
20250120-232110,1,Z,-000005.0
20250120-232110,2,Z,-000003.3
20250120-232110,3,Y,+000003.9
20250120-232110,4,Y,-000003.9
20250120-232110,5,Z,+000002.9
20250120-232110,6,X,-000008.0
20250120-232110,6,Y,+000002.6
20250120-232110,7,X,+000004.2
20250120-232110,9,X,-000006.8
20250120-232110,10,Z,-000003.4
20250120-232110,11,Y,+000004.7
20250120-232110,11,Z,+000003.2
20250120-232110,12,Z,+000002.7
20250120-232110,14,X,-000004.0
20250120-232110,14,Z,+000004.3
20250120-232110,15,X,+000003.6
20250120-232110,15,Z,+000004.7
20250120-232112,1,X,-000005.0
20250120-232112,2,X,+000003.0
20250120-232112,2,Y,-000003.5
20250120-232112,2,Z,+000003.3
20250120-232112,4,X,-000004.6
20250120-232112,4,Z,-000002.8
20250120-232112,6,X,+000006.0
20250120-232112,7,Y,-000006.4
20250120-232112,8,Z,-000004.0
20250120-232112,9,Y,-000004.6
20250120-232112,10,Z,+000005.2
20250120-232112,12,X,+000005.2
20250120-232112,12,Y,+000002.8
20250120-232112,13,Y,-000004.6
20250120-232112,13,Z,+000002.7
20250120-232112,14,X,+000003.0
20250120-232112,14,Y,+000003.5
20250120-232112,14,Z,+000005.5
20250120-232112,15,Y,-000003.7
20250120-232112,15,Z,-000005.0
20250120-232113,0,X,-000005.6
20250120-232113,1,Y,-000003.6
20250120-232113,1,Z,-000005.0
20250120-232113,2,Z,+000004.8
20250120-232113,3,Y,-000003.8
20250120-232113,5,X,+000005.6
20250120-232113,5,Z,-000002.6
20250120-232113,6,Z,+000004.1
20250120-232113,7,X,+000003.1
20250120-232113,7,Y,-000006.0
20250120-232113,8,X,+000003.8
20250120-232113,9,X,-000004.5
20250120-232113,10,Y,-000004.6
20250120-232113,10,Z,+000003.6
20250120-232113,13,Y,+000002.8
20250120-232113,13,Z,+000003.4
20250120-232113,15,X,+000002.9
20250120-232114,0,Z,+000003.7
20250120-232114,1,Z,-000004.6
20250120-232114,2,Y,-000003.1
20250120-232114,3,Y,+000003.9
20250120-232114,5,Z,-000003.4
20250120-232114,6,Y,+000002.6
20250120-232114,7,X,-000006.6
20250120-232114,8,Y,+000003.3
20250120-232114,10,X,+000005.5
20250120-232114,10,Z,-000003.0
20250120-232114,12,X,+000003.3
20250120-232114,14,X,-000005.2
20250120-232114,0,X,-000003.0
20250120-232115,1,X,+000003.9
20250120-232115,1,Z,-000005.0
20250120-232115,2,Y,+000005.1
20250120-232115,4,Z,-000005.2
20250120-232115,5,X,+000002.5
20250120-232115,5,Z,-000003.0
20250120-232115,6,X,+000004.1
20250120-232115,6,Y,+000003.0
20250120-232115,7,X,-000003.5
20250120-232115,7,Z,+000003.7
20250120-232115,8,Z,-000002.8
20250120-232115,11,Z,-000003.0
20250120-232115,12,Y,+000003.9
20250120-232115,14,Z,-000007.0
20250120-232115,15,Y,+000004.0
20250120-232115,15,Z,-000004.6
20250120-232115,0,Y,-000006.6
20250120-232115,1,Y,-000003.6
20250120-232115,1,Z,-000005.8
20250120-232115,2,Y,-000007.7
20250120-232115,2,Z,+000008.3
20250120-232115,3,X,-000004.2
20250120-232115,4,X,-000003.1
20250120-232115,4,Y,+000003.9
20250120-232115,6,Y,+000002.6
20250120-232115,6,Z,+000003.3
20250120-232115,7,Y,+000005.3
20250120-232115,8,X,-000002.8
20250120-232115,8,Y,-000003.3
20250120-232115,9,X,-000003.7
20250120-232115,9,Y,-000005.3
20250120-232115,10,Y,+000003.1
20250120-232115,11,Z,+000003.6
20250120-232115,12,X,-000002.9
20250120-232117,1,X,-000002.7
20250120-232117,5,Y,+000004.2
20250120-232117,7,X,+000005.8
20250120-232117,7,Y,-000002.9
20250120-232117,7,Z,+000002.9
20250120-232117,8,Y,+000004.5
20250120-232117,9,Y,-000005.7
20250120-232117,10,Z,-000002.6
20250120-232117,12,Y,-000005.8
20250120-232117,13,Z,-000003.9
20250120-232117,14,X,-000003.3
20250120-232117,15,X,+000003.2
20250120-232117,15,Y,-000003.3
20250120-232118,0,X,-000003.3
20250120-232118,1,X,+000003.5
20250120-232118,2,Y,+000005.9
20250120-232118,2,Z,-000003.3
20250120-232118,3,Y,-000003.8
20250120-232118,3,Z,-000003.9
20250120-232118,4,X,-000006.2
20250120-232118,4,Y,+000003.5
20250120-232118,5,Z,-000005.3
20250120-232118,6,Z,+000006.1
20250120-232118,8,X,-000004.3
20250120-232118,9,X,+000006.0
20250120-232118,9,Y,+000006.3
20250120-232118,10,X,+000007.1
20250120-232118,13,Z,-000004.3
20250120-232118,14,Y,+000002.7
20250120-232119,0,X,-000004.4
20250120-232119,1,X,+000004.3
20250120-232119,1,Y,-000004.8
20250120-232119,1,Z,+000003.2
20250120-232119,2,Y,+000005.5
20250120-232119,3,X,-000005.8
20250120-232119,3,Z,+000003.1
20250120-232119,4,X,+000003.1
20250120-232119,5,Y,+000006.5
20250120-232119,5,Z,+000003.2
20250120-232119,6,X,+000007.9
20250120-232119,7,Y,+000003.3
20250120-232119,8,X,+000004.2
20250120-232119,8,Y,+000002.9
20250120-232119,9,Z,+000002.9
20250120-232119,10,X,+000005.9
20250120-232119,11,X,+000005.3
20250120-232119,11,Z,-000002.6
20250120-232119,12,X,+000004.0
20250120-232119,14,Z,+000003.5
20250120-232119,15,Y,+000003.6
20250120-232120,0,Y,-000005.0
20250120-232120,0,Z,-000004.4
20250120-232120,2,Y,+000007.0
20250120-232120,3,Z,+000003.9
20250120-232120,4,Y,-000003.9
20250120-232120,5,X,-000005.2
20250120-232120,5,Y,+000004.9
20250120-232120,6,X,+000004.1
20250120-232120,6,Y,+000006.5
20250120-232120,6,Z,+000003.0
20250120-232120,8,X,-000002.8
20250120-232120,12,X,+000009.9
20250120-232120,13,X,-000002.6
20250120-232120,13,Z,+000005.8
20250120-232120,14,X,-000003.3
20250120-232120,15,Y,-000005.7
20250120-232121,0,X,-000002.5
20250120-232121,1,Z,+000005.5
20250120-232121,3,Y,+000003.1
20250120-232121,5,X,+000003.7
20250120-232121,6,X,+000002.5
20250120-232121,6,Y,+000005.0
20250120-232121,6,Z,-000003.3
20250120-232121,7,Y,-000010.2
20250120-232121,7,Z,-000004.8
20250120-232121,8,X,-000002.8
20250120-232121,10,X,+000004.4
20250120-232121,11,Y,-000002.7
20250120-232121,12,X,-000003.7
20250120-232121,13,X,+000004.7
20250120-232121,14,Y,+000005.1
20250120-232121,14,Z,-000005.8
20250120-232121,15,Y,+000003.3
20250120-232121,15,Z,-000003.8
20250120-232122,0,X,-000006.0
20250120-232122,0,Y,-000004.6
20250120-232122,1,Z,-000004.6
20250120-232122,2,Z,-000004.5
20250120-232122,3,Y,-000003.1
20250120-232122,5,X,+000004.9
20250120-232122,5,Z,-000002.6
20250120-232122,6,Z,-000003.3
20250120-232122,7,X,-000003.1
20250120-232122,9,X,-000002.6
20250120-232122,9,Y,-000002.6
20250120-232122,10,X,-000002.6
20250120-232122,10,Z,-000003.8
20250120-232122,11,X,-000003.2
20250120-232122,11,Y,-000003.5
20250120-232122,12,X,-000002.5
20250120-232122,12,Y,+000004.3
20250120-232122,13,X,+000004.4
20250120-232122,13,Y,+000003.9
20250120-232122,14,X,+000003.7
20250120-232122,14,Z,-000002.7
20250120-232122,15,X,+000004.4
20250120-232122,15,Y,+000006.4
20250120-232123,0,X,-000002.5
20250120-232123,1,X,+000003.1
20250120-232123,1,Y,-000006.3
20250120-232123,2,Y,+000003.1
20250120-232123,3,Z,+000003.5
20250120-232123,4,Y,+000005.4
20250120-232123,4,Z,-000004.0
20250120-232123,5,X,+000002.9
20250120-232123,5,Y,-000002.8
20250120-232123,5,Z,-000003.4
20250120-232123,6,Y,-000004.7
20250120-232123,6,Z,-000004.0
20250120-232123,7,X,-000002.8
20250120-232123,7,Y,-000004.4
20250120-232123,8,Y,+000004.9
20250120-232123,8,Z,+000004.9
20250120-232123,9,Y,+000003.2
20250120-232123,10,X,-000002.6
20250120-232123,10,Y,+000003.1
20250120-232123,10,Z,+000003.2
20250120-232123,11,Y,-000008.5
20250120-232123,12,Z,+000003.5
20250120-232123,13,X,-000004.2
20250120-232124,0,Y,+000005.8
20250120-232124,0,Z,+000003.4
20250120-232124,3,X,+000005.1
20250120-232124,3,Y,+000002.8
20250120-232124,3,Z,+000003.9
20250120-232124,4,X,-000002.7
20250120-232124,5,Y,-000003.2
20250120-232124,5,Z,+000003.6
20250120-232124,6,Y,+000003.4
20250120-232124,8,X,-000003.1
20250120-232124,8,Y,-000002.5
20250120-232124,8,Z,-000007.5
20250120-232124,10,Y,+000005.1
20250120-232124,12,X,+000004.4
20250120-232124,12,Y,+000002.8
20250120-232124,13,X,-000007.7
20250120-232124,13,Z,+000003.8
20250120-232124,14,X,-000004.4
20250120-232124,14,Y,+000003.5
20250120-232124,15,X,-000003.4
20250120-232124,0,Y,-000002.7
20250120-232124,0,Z,-000007.9
20250120-232124,1,X,-000004.2
20250120-232124,1,Y,+000004.9
20250120-232124,3,X,-000002.7
20250120-232124,3,Z,-000005.5
20250120-232124,4,Y,+000003.1
20250120-232124,5,X,-000005.6
20250120-232124,5,Y,+000003.8
20250120-232124,6,Y,+000002.6
20250120-232124,6,Z,+000002.6
20250120-232124,7,Y,+000005.3
20250120-232124,11,Z,+000003.2
20250120-232124,12,X,-000005.7
20250120-232124,12,Z,-000006.2
20250120-232124,13,X,-000005.0
20250120-232124,13,Y,-000002.7
20250120-232124,13,Z,-000005.9
20250120-232124,14,Y,-000003.9
20250120-232124,14,Z,-000003.9
20250120-232124,15,X,-000002.6
20250120-232126,2,X,+000003.0
20250120-232126,2,Z,+000007.9
20250120-232126,3,Z,-000002.7
20250120-232126,4,X,+000005.5
20250120-232126,4,Y,-000003.9
20250120-232126,5,X,-000004.1
20250120-232126,6,Y,+000007.7
20250120-232126,7,Y,-000007.9
20250120-232126,8,X,+000005.0
20250120-232126,8,Y,+000004.1
20250120-232126,9,Y,-000002.6
20250120-232126,9,Z,+000009.1
20250120-232126,10,X,-000004.2
20250120-232126,10,Z,-000005.3
20250120-232126,13,X,-000003.0
20250120-232126,14,Y,+000005.1
20250120-232126,15,Y,-000004.9
20250120-232127,0,X,-000002.9
20250120-232127,0,Z,-000003.2
20250120-232127,2,X,-000002.9
20250120-232127,2,Y,+000003.5
20250120-232127,3,X,-000003.5
20250120-232127,3,Y,+000003.5
20250120-232127,3,Z,+000002.7
20250120-232127,4,Z,+000007.3
20250120-232127,5,Z,-000006.8
20250120-232127,6,Z,+000002.6
20250120-232127,8,X,+000003.5
20250120-232127,9,X,+000003.7
20250120-232127,9,Y,+000003.2
20250120-232127,9,Z,-000002.6
20250120-232127,10,Y,+000004.7
20250120-232127,11,Y,+000002.7
20250120-232127,11,Z,+000003.6
20250120-232127,12,Y,+000002.8
20250120-232127,12,Z,+000003.1
20250120-232127,13,Y,-000003.8
20250120-232127,14,X,-000004.0
20250120-232127,14,Z,+000004.3
20250120-232127,15,Z,-000003.1
20250120-232128,0,Z,-000003.6
20250120-232128,1,X,+000003.5
20250120-232128,3,X,+000003.1
20250120-232128,5,X,-000005.2
20250120-232128,5,Y,+000004.5
20250120-232128,6,Y,+000004.2
20250120-232128,6,Z,-000002.9
20250120-232128,7,X,-000003.1
20250120-232128,8,X,+000003.5
20250120-232128,9,Y,-000003.4
20250120-232128,10,X,-000003.0
20250120-232128,10,Z,-000003.8
20250120-232128,11,Y,-000004.3
20250120-232128,11,Z,-000003.0
20250120-232128,13,Y,-000005.8
20250120-232128,14,Y,+000003.1
20250120-232128,15,X,+000004.4
20250120-232128,15,Y,-000004.1
20250120-232129,0,Y,+000003.5
20250120-232129,0,Z,+000004.5
20250120-232129,1,X,-000006.2
20250120-232129,1,Z,-000003.8
20250120-232129,2,X,-000004.4
20250120-232129,2,Y,+000002.8
20250120-232129,2,Z,-000002.6
20250120-232129,3,Y,-000003.8
20250120-232129,4,Y,+000005.0
20250120-232129,4,Z,-000004.0
20250120-232129,5,Z,+000003.2
20250120-232129,6,X,-000004.5
20250120-232129,7,Z,-000004.4
20250120-232129,8,X,-000002.8
20250120-232129,8,Z,+000002.6
20250120-232129,9,X,+000004.4
20250120-232129,9,Z,+000004.0
20250120-232129,11,Z,+000005.2
20250120-232129,12,X,-000002.9
20250120-232129,12,Z,+000002.7
20250120-232129,13,Y,-000006.2
20250120-232129,13,Z,-000004.7
20250120-232129,14,Y,-000005.8
20250120-232129,15,Y,-000004.5
20250120-232131,0,X,-000004.1
20250120-232131,0,Y,+000003.5
20250120-232131,0,Z,-000005.2
20250120-232131,1,X,+000004.7
20250120-232131,1,Y,-000007.5
20250120-232131,1,Z,-000003.0
20250120-232131,3,X,-000006.6
20250120-232131,3,Y,-000004.2
20250120-232131,3,Z,-000002.7
20250120-232131,4,Z,+000003.8
20250120-232131,5,Y,+000003.8
20250120-232131,6,Y,+000003.0
20250120-232131,9,Z,+000005.2
20250120-232131,10,X,-000002.6
20250120-232131,10,Y,+000005.9
20250120-232131,11,Y,-000003.5
20250120-232131,11,Z,+000005.2
20250120-232131,12,Z,-000003.5
20250120-232131,14,Y,+000003.1
20250120-232131,14,Z,+000005.8
20250120-232131,0,Y,+000005.8
20250120-232131,0,Z,-000009.1
20250120-232131,1,X,+000009.7
20250120-232131,1,Y,+000003.4
20250120-232131,1,Z,-000006.9
20250120-232131,2,Y,-000003.8
20250120-232131,3,Y,+000003.9
20250120-232131,3,Z,+000003.9
20250120-232131,4,X,-000003.9
20250120-232131,4,Y,+000005.0
20250120-232131,5,Y,-000004.4
20250120-232131,6,X,+000002.9
20250120-232131,6,Z,-000006.8
20250120-232131,9,Z,+000006.0
20250120-232131,10,X,-000004.6
20250120-232131,10,Y,+000003.9
20250120-232131,11,X,+000003.0
20250120-232131,12,Z,+000003.8
20250120-232133,0,X,+000004.9
20250120-232133,0,Z,+000004.9
20250120-232133,1,X,+000002.7
20250120-232133,1,Z,-000003.4
20250120-232133,2,X,-000004.8
20250120-232133,2,Z,+000003.6
20250120-232133,3,X,+000003.5
20250120-232133,3,Z,-000002.7
20250120-232133,7,Z,+000004.5
20250120-232133,8,Y,-000002.9
20250120-232133,8,Z,+000004.6
20250120-232133,9,Y,-000003.8
20250120-232133,9,Z,-000004.5
20250120-232133,10,X,+000004.7
20250120-232133,10,Y,+000007.8
20250120-232133,10,Z,-000004.5
20250120-232133,11,Z,-000005.3
20250120-232133,13,X,-000005.0
20250120-232133,13,Y,+000002.8
20250120-232133,15,Z,+000004.7
20250120-232133,0,Z,+000003.7
20250120-232133,1,X,-000003.1
20250120-232133,2,Z,+000003.3
20250120-232133,3,Y,-000004.6
20250120-232133,4,X,+000002.7
20250120-232133,4,Z,-000003.6
20250120-232133,5,X,+000003.7
