时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-233746,4,Z,-3996766.9
20250120-233746,5,X,-14657029.6
20250120-233746,5,Y,-5776985.3
20250120-233746,5,Z,-4610469.3
20250120-233746,6,X,-5026819.1
20250120-233746,6,Y,-5539735.0
20250120-233746,6,Z,+000418.9
20250120-233746,7,X,+038251.3
20250120-233746,7,Y,-1206046.8
20250120-233746,7,Z,-7395888.7
20250120-233747,0,X,-8755647.8
20250120-233747,0,Y,-7429028.2
20250120-233747,0,Z,-6786619.7
20250120-233747,1,X,-7968866.7
20250120-233747,1,Y,-6570818.8
20250120-233747,1,Z,-2414137.6
20250120-233747,2,X,-7147048.6
20250120-233747,2,Y,+7888874.5
20250120-233747,2,Z,+2003839.6
20250120-233747,3,X,-4865182.3
20250120-233747,3,Y,-6953544.5
20250120-233747,3,Z,-6230384.9
20250120-233747,4,X,-3209493.6
20250120-233747,4,Y,+8824052.5
20250120-233747,4,Z,-3960697.3
20250120-233747,5,X,-14665972.4
20250120-233747,5,Y,-5803515.8
20250120-233747,5,Z,-4561879.7
20250120-233747,6,X,-5001182.8
20250120-233747,6,Y,-5545398.8
20250120-233747,6,Z,+000420.0
20250120-233747,7,X,+038251.3
20250120-233747,7,Y,-1183093.4
20250120-233747,7,Z,-7443882.2
20250120-233747,0,X,-8716597.2
20250120-233747,0,Y,-7431114.9
20250120-233747,0,Z,-6808678.8
20250120-233747,1,X,-7953067.6
20250120-233747,1,Y,-6586916.0
20250120-233747,1,Z,-2347662.3
20250120-233747,2,X,-7127374.2
20250120-233747,2,Y,+7925838.4
20250120-233747,2,Z,+1990723.4
20250120-233747,3,X,-4866374.7
20250120-233747,3,Y,-6925523.5
20250120-233747,3,Z,-6195209.6
20250120-233747,4,X,-3228571.7
20250120-233747,4,Y,+8799608.7
20250120-233747,4,Z,-3941917.3
20250120-233747,5,X,-14660606.7
20250120-233747,5,Y,-5809775.9
20250120-233747,5,Z,-4612556.0
20250120-233747,6,X,-5010721.9
20250120-233747,6,Y,-5522743.5
20250120-233747,6,Z,+000421.2
20250120-233747,7,X,+038251.3
20250120-233747,7,Y,-1359566.1
20250120-233747,7,Z,-7388734.5
20250120-233747,0,X,-8685595.3
20250120-233747,0,Y,-7418594.9
20250120-233747,0,Z,-6789898.8
20250120-233747,1,X,-7968270.5
20250120-233747,1,Y,-6596156.9
20250120-233747,1,Z,-2433513.9
20250120-233747,2,X,-7140490.5
20250120-233747,2,Y,+7918087.9
20250120-233747,2,Z,+2105788.3
20250120-233747,3,X,-4865778.5
20250120-233747,3,Y,-6923436.8
20250120-233747,3,Z,-6219653.5
20250120-233747,4,X,-3196973.6
20250120-233747,4,Y,+8830908.7
20250120-233747,4,Z,-3949965.9
20250120-233747,5,X,-14614998.1
20250120-233747,5,Y,-5758503.4
20250120-233747,5,Z,-4579765.5
20250120-233747,6,X,-4963324.7
20250120-233747,6,Y,-5493232.0
20250120-233747,6,Z,+000422.4
20250120-233747,7,X,+038251.3
20250120-233747,7,Y,-1228404.0
20250120-233747,7,Z,-7394994.5
20250120-233747,0,X,-8725540.1
20250120-233747,0,Y,-7441250.1
20250120-233747,0,Z,-6805399.7
20250120-233747,1,X,-7931902.8
20250120-233747,1,Y,-6611061.7
20250120-233747,1,Z,-2378068.1
20250120-233747,2,X,-7152414.3
20250120-233747,2,Y,+7944320.3
20250120-233747,2,Z,+2032158.7
20250120-233747,3,X,-4889626.2
20250120-233747,3,Y,-6944899.7
20250120-233747,3,Z,-6230981.1
20250120-233747,4,X,-3253015.6
20250120-233747,4,Y,+8883373.6
20250120-233747,4,Z,-3989910.7
20250120-233747,5,X,-14654644.8
20250120-233747,5,Y,-5821401.6
20250120-233747,5,Z,-4566351.2
20250120-233747,6,X,-5005058.1
20250120-233747,6,Y,-5527513.0
20250120-233747,6,Z,+000423.5
20250120-233747,7,X,+038251.3
20250120-233747,7,Y,-1299350.7
20250120-233747,7,Z,-7366973.5
20250120-233747,0,X,-8743425.8
20250120-233747,0,Y,-7360168.1
20250120-233747,0,Z,-6779465.4
20250120-233747,1,X,-7964395.2
20250120-233747,1,Y,-6598839.8
20250120-233747,1,Z,-2394463.3
20250120-233747,2,X,-7192657.2
20250120-233747,2,Y,+7899904.1
20250120-233747,2,Z,+1959721.5
20250120-233747,3,X,-4849383.2
20250120-233747,3,Y,-6924629.2
20250120-233747,3,Z,-6204748.7
20250120-233747,4,X,-3162692.6
20250120-233747,4,Y,+8861910.7
20250120-233747,4,Z,-3974111.6
20250120-233747,5,X,-14695483.9
20250120-233747,5,Y,-5784437.7
20250120-233747,5,Z,-4588112.2
20250120-233747,6,X,-5027415.3
20250120-233747,6,Y,-5525426.4
20250120-233747,6,Z,+000424.7
20250120-233747,7,X,+038251.3
20250120-233747,7,Y,-1198296.3
20250120-233747,7,Z,-7439112.6
20250120-233748,0,X,-8722559.1
20250120-233748,0,Y,-7418296.8
20250120-233748,0,Z,-6751742.5
20250120-233748,1,X,-7973040.0
20250120-233748,1,Y,-6574694.1
20250120-233748,1,Z,-2406685.2
20250120-233748,2,X,-7152414.3
20250120-233748,2,Y,+7888874.5
20250120-233748,2,Z,+2077469.3
20250120-233748,3,X,-4858624.2
20250120-233748,3,Y,-6936255.0
20250120-233748,3,Z,-6211903.0
20250120-233748,4,X,-3192800.2
20250120-233748,4,Y,+8785896.3
20250120-233748,4,Z,-3977390.7
20250120-233748,5,X,-14674915.3
20250120-233748,5,Y,-5767744.4
20250120-233748,5,Z,-4594372.2
20250120-233748,6,X,-5015789.5
20250120-233748,6,Y,-5556726.4
20250120-233748,6,Z,+000425.9
20250120-233748,7,X,+038251.3
20250120-233748,7,Y,-1220355.4
20250120-233748,7,Z,-7423313.6
20250120-233748,0,X,-8736867.7
20250120-233748,0,Y,-7413825.3
20250120-233748,0,Z,-6777974.9
20250120-233748,1,X,-7928325.7
20250120-233748,1,Y,-6595262.7
20250120-233748,1,Z,-2341998.5
20250120-233748,2,X,-7146750.5
20250120-233748,2,Y,+7911231.7
20250120-233748,2,Z,+2031860.6
20250120-233748,3,X,-4874721.4
20250120-233748,3,Y,-6935658.8
20250120-233748,3,Z,-6258405.9
20250120-233748,4,X,-3183559.3
20250120-233748,4,Y,+8817196.3
20250120-233748,4,Z,-3997363.1
20250120-233748,5,X,-14658818.1
20250120-233748,5,Y,-5773110.1
20250120-233748,5,Z,-4572313.1
20250120-233748,6,X,-4994922.8
20250120-233748,6,Y,-5519166.4
20250120-233748,6,Z,+000427.0
20250120-233748,7,X,+038251.3
20250120-233748,7,Y,-1307399.3
20250120-233748,7,Z,-7398273.5
20250120-233748,0,X,-8711529.6
20250120-233748,0,Y,-7410844.4
20250120-233748,0,Z,-6794370.2
20250120-233748,1,X,-8004042.0
20250120-233748,1,Y,-6598541.7
20250120-233748,1,Z,-2395655.7
20250120-233748,2,X,-7153904.8
20250120-233748,2,Y,+7913616.5
20250120-233748,2,Z,+2043188.3
20250120-233748,3,X,-4872634.7
20250120-233748,3,Y,-6951457.8
20250120-233748,3,Z,-6187161.0
20250120-233748,4,X,-3228273.6
20250120-233748,4,Y,+8836572.5
20250120-233748,4,Z,-3991699.3
20250120-233748,5,X,-14611420.9
20250120-233748,5,Y,-5763272.9
20250120-233748,5,Z,-4529983.5
20250120-233748,6,X,-5021155.3
20250120-233748,6,Y,-5555832.1
20250120-233748,6,Z,+000428.2
20250120-233748,7,X,+038251.3
20250120-233748,7,Y,-1247780.2
20250120-233748,7,Z,-7359819.2
20250120-233749,0,X,-8710039.1
20250120-233749,0,Y,-7446615.9
20250120-233749,0,Z,-6796456.9
20250120-233749,1,X,-7947105.7
20250120-233749,1,Y,-6577675.0
20250120-233749,1,Z,-2406685.2
20250120-233749,2,X,-7128864.7
20250120-233749,2,Y,+7916299.3
20250120-233749,2,Z,+2055708.3
20250120-233749,3,X,-4838949.9
20250120-233749,3,Y,-6933572.1
20250120-233749,3,Z,-6244395.4
20250120-233749,4,X,-3210984.1
20250120-233749,4,Y,+8608231.2
20250120-233749,4,Z,-3983650.7
20250120-233749,5,X,-14649875.3
20250120-233749,5,Y,-5816632.1
20250120-233749,5,Z,-4577380.7
20250120-233749,6,X,-4967498.0
20250120-233749,6,Y,-5508136.8
20250120-233749,6,Z,+000429.3
20250120-233749,7,X,+038251.3
20250120-233749,7,Y,-1283253.6
20250120-233749,7,Z,-7390821.1
20250120-233749,0,X,-8760417.3
20250120-233749,0,Y,-7460030.2
20250120-233749,0,Z,-6834016.9
20250120-233749,1,X,-7949192.4
20250120-233749,1,Y,-6606292.2
20250120-233749,1,Z,-2390588.1
20250120-233749,2,X,-7148240.9
20250120-233749,2,Y,+7895432.6
20250120-233749,2,Z,+2054814.0
20250120-233749,3,X,-4875317.6
20250120-233749,3,Y,-6942515.0
20250120-233749,3,Z,-6242606.8
20250120-233749,4,X,-3211282.2
20250120-233749,4,Y,+8816600.1
20250120-233749,4,Z,-3981265.9
20250120-233749,5,X,-14632585.7
20250120-233749,5,Y,-5804410.1
20250120-233749,5,Z,-4590496.9
20250120-233749,6,X,-4991047.6
20250120-233749,6,Y,-5532580.7
20250120-233749,6,Z,+000430.5
20250120-233749,7,X,+038251.3
20250120-233749,7,Y,-1194719.2
20250120-233749,7,Z,-7423313.6
20250120-233749,0,X,-8683210.5
20250120-233749,0,Y,-7384910.0
20250120-233749,0,Z,-6807784.5
20250120-233749,1,X,-8005830.5
20250120-233749,1,Y,-6608677.0
20250120-233749,1,Z,-2402213.8
20250120-233749,2,X,-7144067.6
20250120-233749,2,Y,+7886489.8
20250120-233749,2,Z,+2014571.1
20250120-233749,3,X,-4840738.5
20250120-233749,3,Y,-6913003.5
20250120-233749,3,Z,-6196103.9
20250120-233749,4,X,-3202041.2
20250120-233749,4,Y,+8811234.4
20250120-233749,4,Z,-4007796.4
20250120-233749,5,X,-14687137.2
20250120-233749,5,Y,-5802919.7
20250120-233749,5,Z,-4586621.7
20250120-233749,6,X,-5012212.4
20250120-233749,6,Y,-5508136.8
20250120-233749,6,Z,+000431.7
20250120-233749,7,X,+038251.3
20250120-233749,7,Y,-1224230.6
20250120-233749,7,Z,-7380984.0
20250120-233749,0,X,-8753263.0
20250120-233749,0,Y,-7469569.2
20250120-233749,0,Z,-6796456.9
20250120-233749,1,X,-7966780.0
20250120-233749,1,Y,-6631332.2
20250120-233749,1,Z,-2347364.2
20250120-233749,2,X,-7126778.1
20250120-233749,2,Y,+7914808.9
20250120-233749,2,Z,+2084921.7
20250120-233749,3,X,-4880385.2
20250120-233749,3,Y,-6971430.3
20250120-233749,3,Z,-6249164.9
20250120-233749,4,X,-3227975.5
20250120-233749,4,Y,+8766520.1
20250120-233749,4,Z,-4040288.9
20250120-233749,5,X,-14654346.7
20250120-233749,5,Y,-5780860.6
20250120-233749,5,Z,-4562774.0
20250120-233749,6,X,-5055436.3
20250120-233749,6,Y,-5532580.7
20250120-233749,6,Z,+000432.8
20250120-233749,7,X,+038251.3
20250120-233749,7,Y,-1341084.1
20250120-233749,7,Z,-7426294.5
20250120-233750,0,X,-8727924.9
20250120-233750,0,Y,-7400411.0
20250120-233750,0,Z,-6755915.8
20250120-233750,1,X,-7968270.5
20250120-233750,1,Y,-6583040.7
20250120-233750,1,Z,-2454678.6
20250120-233750,2,X,-7134528.5
20250120-233750,2,Y,+7924944.1
20250120-233750,2,Z,+2012782.5
20250120-233750,3,X,-4855345.2
20250120-233750,3,Y,-6950265.5
20250120-233750,3,Z,-6204450.6
20250120-233750,4,X,-3208897.4
20250120-233750,4,Y,+8747740.0
20250120-233750,4,Z,-3986333.6
20250120-233750,5,X,-14651365.7
20250120-233750,5,Y,-5790101.5
20250120-233750,5,Z,-4607488.4
20250120-233750,6,X,-5003567.6
20250120-233750,6,Y,-5545696.9
20250120-233750,6,Z,+000434.0
20250120-233750,7,X,+038251.3
20250120-233750,7,Y,-1230788.7
20250120-233750,7,Z,-7371444.9
20250120-233750,0,X,-8762504.0
20250120-233750,0,Y,-7393256.7
20250120-233750,0,Z,-6804803.5
20250120-233750,1,X,-7972145.7
20250120-233750,1,Y,-6565751.2
20250120-233750,1,Z,-2420695.7
20250120-233750,2,X,-7123499.0
20250120-233750,2,Y,+7921068.9
20250120-233750,2,Z,+1989232.9
20250120-233750,3,X,-4843719.4
20250120-233750,3,Y,-6941918.8
20250120-233750,3,Z,-6177920.1
20250120-233750,4,X,-3168654.5
20250120-233750,4,Y,+8827331.6
20250120-233750,4,Z,-4008392.6
20250120-233750,5,X,-14641230.5
20250120-233750,5,Y,-5785928.2
20250120-233750,5,Z,-4609277.0
20250120-233750,6,X,-4994922.8
20250120-233750,6,Y,-5539735.0
20250120-233750,6,Z,+000435.2
20250120-233750,7,X,+038251.3
20250120-233750,7,Y,-1287128.8
20250120-233750,7,Z,-7387244.0
20250120-233750,0,X,-8673373.3
20250120-233750,0,Y,-7391766.2
20250120-233750,0,Z,-6764560.6
20250120-233750,1,X,-7968568.6
20250120-233750,1,Y,-6572011.2
20250120-233750,1,Z,-2399829.0
20250120-233750,2,X,-7135720.9
20250120-233750,2,Y,+7922857.5
20250120-233750,2,Z,+2038418.7
20250120-233750,3,X,-4866076.6
20250120-233750,3,Y,-6942515.0
20250120-233750,3,Z,-6209816.3
20250120-233750,4,X,-3254804.1
20250120-233750,4,Y,+8810042.0
20250120-233750,4,Z,-3998853.6
20250120-233750,5,X,-14654644.8
20250120-233750,5,Y,-5772812.0
20250120-233750,5,Z,-4590496.9
20250120-233750,6,X,-4984787.6
20250120-233750,6,Y,-5510819.7
20250120-233750,6,Z,+000436.3
20250120-233750,7,X,+038251.3
20250120-233750,7,Y,-1217672.5
20250120-233750,7,Z,-7388436.4
20250120-233750,0,X,-8710635.3
20250120-233750,0,Y,-7388487.2
20250120-233750,0,Z,-6768137.8
20250120-233750,1,X,-7975126.7
20250120-233750,1,Y,-6594368.4
20250120-233750,1,Z,-2412945.3
20250120-233750,2,X,-7115450.4
20250120-233750,2,Y,+7927925.1
20250120-233750,2,Z,+2041399.7
20250120-233750,3,X,-4887241.4
20250120-233750,3,Y,-6922244.5
20250120-233750,3,Z,-6215480.1
20250120-233750,4,X,-3198166.0
20250120-233750,4,Y,+8804676.3
20250120-233750,4,Z,-3955033.5
20250120-233750,5,X,-14637057.2
20250120-233750,5,Y,-5799342.5
20250120-233750,5,Z,-4548167.3
20250120-233750,6,X,-4984191.4
20250120-233750,6,Y,-5526916.9
20250120-233750,6,Z,+000437.5
20250120-233750,7,X,+038251.3
20250120-233750,7,Y,-1206941.1
20250120-233750,7,Z,-7379195.4
20250120-233751,0,X,-8770850.6
20250120-233751,0,Y,-7382823.4
20250120-233751,0,Z,-6783638.7
20250120-233751,1,X,-7910439.9
20250120-233751,1,Y,-6595560.8
20250120-233751,1,Z,-2367336.6
20250120-233751,2,X,-7175963.8
20250120-233751,2,Y,+7856978.3
20250120-233751,2,Z,+2010099.6
20250120-233751,3,X,-4914964.3
20250120-233751,3,Y,-6936851.2
20250120-233751,3,Z,-6204748.7
20250120-233751,4,X,-3246457.5
20250120-233751,4,Y,+8732239.0
20250120-233751,4,Z,-3999151.7
20250120-233751,5,X,-14634374.3
20250120-233751,5,Y,-5768638.7
20250120-233751,5,Z,-4562774.0
20250120-233751,6,X,-4996115.2
20250120-233751,6,Y,-5576996.9
20250120-233751,6,Z,+000438.7
20250120-233751,7,X,+038251.3
20250120-233751,7,Y,-1302629.8
20250120-233751,7,Z,-7394398.3
20250120-233751,0,X,-8746108.7
20250120-233751,0,Y,-7440057.7
20250120-233751,0,Z,-6805697.8
20250120-233751,1,X,-7997185.8
20250120-233751,1,Y,-6594368.4
20250120-233751,1,Z,-2406685.2
20250120-233751,2,X,-7158674.3
20250120-233751,2,Y,+7860257.4
20250120-233751,2,Z,+2022023.5
20250120-233751,3,X,-4838055.6
20250120-233751,3,Y,-6892733.0
20250120-233751,3,Z,-6230384.9
20250120-233751,4,X,-3182366.9
20250120-233751,4,Y,+8811830.6
20250120-233751,4,Z,-3983352.6
20250120-233751,5,X,-14655539.1
20250120-233751,5,Y,-5798746.3
20250120-233751,5,Z,-4563370.2
20250120-233751,6,X,-4966901.8
20250120-233751,6,Y,-5517079.7
20250120-233751,6,Z,+000439.8
20250120-233751,7,X,+038251.3
20250120-233751,7,Y,-1240327.8
20250120-233751,7,Z,-7440901.2
20250120-233751,0,X,-8740743.0
20250120-233751,0,Y,-7399218.6
20250120-233751,0,Z,-6850710.3
20250120-233751,1,X,-7965289.5
20250120-233751,1,Y,-6601224.6
20250120-233751,1,Z,-2450505.3
20250120-233751,2,X,-7150029.5
20250120-233751,2,Y,+7905567.9
20250120-233751,2,Z,+2031860.6
20250120-233751,3,X,-4863393.7
20250120-233751,3,Y,-6911214.9
20250120-233751,3,Z,-6205643.0
20250120-233751,4,X,-3224696.5
20250120-233751,4,Y,+8829120.1
20250120-233751,4,Z,-3967255.4
20250120-233751,5,X,-14668655.3
20250120-233751,5,Y,-5765061.5
20250120-233751,5,Z,-4565456.9
20250120-233751,6,X,-5019366.7
20250120-233751,6,Y,-5553447.4
20250120-233751,6,Z,+000441.0
20250120-233751,7,X,+038251.3
20250120-233751,7,Y,-1234664.0
20250120-233751,7,Z,-7407216.4
20250120-233751,0,X,-8734184.9
20250120-233751,0,Y,-7389977.7
20250120-233751,0,Z,-6788110.2
20250120-233751,1,X,-7939355.2
20250120-233751,1,Y,-6599436.0
20250120-233751,1,Z,-2353922.3
20250120-233751,2,X,-7163145.7
20250120-233751,2,Y,+7899009.8
20250120-233751,2,Z,+1999964.4
20250120-233751,3,X,-4855345.2
20250120-233751,3,Y,-6907935.9
20250120-233751,3,Z,-6230384.9
20250120-233751,4,X,-3196973.6
20250120-233751,4,Y,+8831206.8
20250120-233751,4,Z,-4016441.2
20250120-233751,5,X,-14650173.4
20250120-233751,5,Y,-5784735.8
20250120-233751,5,Z,-4612257.9
20250120-233751,6,X,-5013106.7
20250120-233751,6,Y,-5503665.4
20250120-233751,6,Z,+000442.2
20250120-233751,7,X,+038251.3
20250120-233751,7,Y,-1196507.7
20250120-233751,7,Z,-7398869.7
20250120-233752,0,X,-8758032.5
20250120-233752,0,Y,-7433499.6
20250120-233752,0,Z,-6816429.3
20250120-233752,1,X,-7947105.7
20250120-233752,1,Y,-6573799.8
20250120-233752,1,Z,-2436792.9
20250120-233752,2,X,-7146750.5
20250120-233752,2,Y,+7877845.0
20250120-233752,2,Z,+2063756.9
20250120-233752,3,X,-4880683.3
20250120-233752,3,Y,-6872462.5
20250120-233752,3,Z,-6230086.8
20250120-233752,4,X,-3239303.2
20250120-233752,4,Y,+8797522.0
20250120-233752,4,Z,-3980073.5
20250120-233752,5,X,-14668655.3
20250120-233752,5,Y,-5798448.2
20250120-233752,5,Z,-4610469.3
20250120-233752,6,X,-4989259.0
20250120-233752,6,Y,-5580574.1
20250120-233752,6,Z,+000443.3
20250120-233752,7,X,+038251.3
20250120-233752,7,Y,-1203363.9
20250120-233752,7,Z,-7381580.2
20250120-233752,0,X,-8762802.1
20250120-233752,0,Y,-7429922.5
20250120-233752,0,Z,-6798543.5
20250120-233752,1,X,-7890169.4
20250120-233752,1,Y,-6574097.9
20250120-233752,1,Z,-2397742.4
20250120-233752,2,X,-7110979.0
20250120-233752,2,Y,+7940445.1
20250120-233752,2,Z,+2028283.5
20250120-233752,3,X,-4844613.7
20250120-233752,3,Y,-6922244.5
20250120-233752,3,Z,-6219355.4
20250120-233752,4,X,-3196377.4
20250120-233752,4,Y,+8813917.3
20250120-233752,4,Z,-3976794.5
20250120-233752,5,X,-14631393.3
20250120-233752,5,Y,-5805304.4
20250120-233752,5,Z,-4559196.9
20250120-233752,6,X,-5007442.9
20250120-233752,6,Y,-5509627.3
20250120-233752,6,Z,+000444.5
20250120-233752,7,X,+038251.3
20250120-233752,7,Y,-1345257.5
20250120-233752,7,Z,-7367867.8
20250120-233752,0,X,-8737165.8
20250120-233752,0,Y,-7484474.0
20250120-233752,0,Z,-6797053.1
20250120-233752,1,X,-7982579.1
20250120-233752,1,Y,-6623283.6
20250120-233752,1,Z,-2405791.0
20250120-233752,2,X,-7158376.2
20250120-233752,2,Y,+7954753.7
20250120-233752,2,Z,+1979693.9
20250120-233752,3,X,-4834180.4
20250120-233752,3,Y,-6925225.4
20250120-233752,3,Z,-6245289.7
20250120-233752,4,X,-3256890.8
20250120-233752,4,Y,+8727469.5
20250120-233752,4,Z,-4051318.4
20250120-233752,5,X,-14655241.0
20250120-233752,5,Y,-5790399.6
20250120-233752,5,Z,-4558302.6
20250120-233752,6,X,-5002077.1
20250120-233752,6,Y,-5516185.4
20250120-233752,6,Z,+000445.7
20250120-233752,7,X,+038251.3
20250120-233752,7,Y,-1222144.0
20250120-233752,7,Z,-7387542.1
20250120-233752,0,X,-8760119.2
20250120-233752,0,Y,-7448106.3
20250120-233752,0,Z,-6778571.1
20250120-233752,1,X,-7969462.9
20250120-233752,1,Y,-6618514.1
20250120-233752,1,Z,-2440370.1
20250120-233752,2,X,-7155395.2
20250120-233752,2,Y,+7876354.5
20250120-233752,2,Z,+2055410.2
20250120-233752,3,X,-4829410.8
20250120-233752,3,Y,-6942216.9
20250120-233752,3,Z,-6189247.7
20250120-233752,4,X,-3192204.1
20250120-233752,4,Y,+8833591.6
20250120-233752,4,Z,-3958610.7
20250120-233752,5,X,-14635864.8
20250120-233752,5,Y,-5767148.2
20250120-233752,5,Z,-4574995.9
20250120-233752,6,X,-5030396.2
20250120-233752,6,Y,-5518272.1
20250120-233752,6,Z,+000446.8
20250120-233752,7,X,+038251.3
20250120-233752,7,Y,-1242116.4
20250120-233752,7,Z,-7420630.7
20250120-233752,0,X,-8675460.0
20250120-233752,0,Y,-7405776.7
20250120-233752,0,Z,-6804803.5
20250120-233752,1,X,-7959625.7
20250120-233752,1,Y,-6566049.3
20250120-233752,1,Z,-2366740.4
20250120-233752,2,X,-7153010.5
20250120-233752,2,Y,+7945810.8
20250120-233752,2,Z,+2034245.4
20250120-233752,3,X,-4860412.8
20250120-233752,3,Y,-6933274.0
20250120-233752,3,Z,-6218759.2
20250120-233752,4,X,-3237216.5
20250120-233752,4,Y,+8810340.1
20250120-233752,4,Z,-3988718.3
20250120-233752,5,X,-14639740.0
20250120-233752,5,Y,-5757907.2
20250120-233752,5,Z,-4575294.0
20250120-233752,6,X,-5010423.8
20250120-233752,6,Y,-5515887.3
20250120-233752,6,Z,+000448.0
20250120-233752,7,X,+038251.3
20250120-233752,7,Y,-1169679.1
20250120-233752,7,Z,-7425102.1
20250120-233753,0,X,-8611369.4
20250120-233753,0,Y,-7387891.0
20250120-233753,0,Z,-6773205.4
20250120-233753,1,X,-7961414.3
20250120-233753,1,Y,-6635505.6
20250120-233753,1,Z,-2467198.7
20250120-233753,2,X,-7179839.1
20250120-233753,2,Y,+7883508.8
20250120-233753,2,Z,+2008907.2
20250120-233753,3,X,-4875019.5
20250120-233753,3,Y,-6971728.3
20250120-233753,3,Z,-6219057.3
20250120-233753,4,X,-3162394.5
20250120-233753,4,Y,+8711968.5
20250120-233753,4,Z,-4000344.1
20250120-233753,5,X,-14696676.3
20250120-233753,5,Y,-5783543.4
20250120-233753,5,Z,-4613450.3
20250120-233753,6,X,-5006846.7
20250120-233753,6,Y,-5527811.1
20250120-233753,6,Z,+000449.1
20250120-233753,7,X,+038251.3
20250120-233753,7,Y,-1197700.1
20250120-233753,7,Z,-7383964.9
20250120-233753,0,X,-8752964.9
20250120-233753,0,Y,-7442442.5
20250120-233753,0,Z,-6812255.9
20250120-233753,1,X,-7928027.6
20250120-233753,1,Y,-6601522.7
20250120-233753,1,Z,-2365846.1
20250120-233753,2,X,-7181627.7
20250120-233753,2,Y,+7905269.8
20250120-233753,2,Z,+2102509.3
20250120-233753,3,X,-4846700.4
20250120-233753,3,Y,-6932379.7
20250120-233753,3,Z,-6230683.0
20250120-233753,4,X,-3238408.9
20250120-233753,4,Y,+8649964.6
20250120-233753,4,Z,-3968745.9
20250120-233753,5,X,-14682367.7
20250120-233753,5,Y,-5756416.7
20250120-233753,5,Z,-4611065.5
20250120-233753,6,X,-5013404.8
20250120-233753,6,Y,-5551658.8
20250120-233753,6,Z,+000450.3
20250120-233753,7,X,+038251.3
20250120-233753,7,Y,-1351219.4
20250120-233753,7,Z,-7376512.5
20250120-233753,0,X,-8668007.6
20250120-233753,0,Y,-7461222.5
20250120-233753,0,Z,-6777974.9
20250120-233753,1,X,-7992714.3
20250120-233753,1,Y,-6552635.0
20250120-233753,1,Z,-2394463.3
20250120-233753,2,X,-7154501.0
20250120-233753,2,Y,+7898711.7
20250120-233753,2,Z,+2037822.5
20250120-233753,3,X,-4886347.1
20250120-233753,3,Y,-6938341.6
20250120-233753,3,Z,-6225615.4
20250120-233753,4,X,-3208599.3
20250120-233753,4,Y,+8775462.9
20250120-233753,4,Z,-4006604.1
20250120-233753,5,X,-14647788.6
20250120-233753,5,Y,-5715279.5
20250120-233753,5,Z,-4577678.8
20250120-233753,6,X,-5034271.5
20250120-233753,6,Y,-5543312.1
20250120-233753,6,Z,+000451.5
20250120-233753,7,X,+038251.3
20250120-233753,7,Y,-1225721.1
20250120-233753,7,Z,-7394398.3
20250120-233754,0,X,-8791121.1
20250120-233754,0,Y,-7423364.4
20250120-233754,0,Z,-6796158.8
20250120-233754,1,X,-7943826.6
20250120-233754,1,Y,-6624774.1
20250120-233754,1,Z,-2433215.8
20250120-233754,2,X,-7170300.0
20250120-233754,2,Y,+7871286.9
20250120-233754,2,Z,+2029475.9
20250120-233754,3,X,-4889030.0
20250120-233754,3,Y,-6935956.9
20250120-233754,3,Z,-6221740.1
20250120-233754,4,X,-3220821.2
20250120-233754,4,Y,+8793646.8
20250120-233754,4,Z,-3981862.1
20250120-233754,5,X,-14621854.3
20250120-233754,5,Y,-5780562.5
20250120-233754,5,Z,-4563072.1
20250120-233754,6,X,-4999990.5
20250120-233754,6,Y,-5523041.6
20250120-233754,6,Z,+000452.6
20250120-233754,7,X,+038251.3
20250120-233754,7,Y,-1252549.7
20250120-233754,7,Z,-7393205.9
20250120-233754,0,X,-8660555.2
20250120-233754,0,Y,-7397430.1
20250120-233754,0,Z,-6748463.5
20250120-233754,1,X,-7947403.8
20250120-233754,1,Y,-6606590.3
20250120-233754,1,Z,-2381049.0
20250120-233754,2,X,-7154501.0
20250120-233754,2,Y,+7919280.3
20250120-233754,2,Z,+2069122.6
20250120-233754,3,X,-4848190.9
20250120-233754,3,Y,-6914792.1
20250120-233754,3,Z,-6220845.8
20250120-233754,4,X,-3184155.5
20250120-233754,4,Y,+8741480.0
20250120-233754,4,Z,-3934166.8
20250120-233754,5,X,-14630201.0
20250120-233754,5,Y,-5741810.0
20250120-233754,5,Z,-4588410.3
20250120-233754,6,X,-4978825.7
20250120-233754,6,Y,-5500088.2
20250120-233754,6,Z,+000453.8
20250120-233754,7,X,+038251.3
20250120-233754,7,Y,-1197998.2
20250120-233754,7,Z,-7389330.6
20250120-233754,0,X,-8732694.4
20250120-233754,0,Y,-7406671.0
20250120-233754,0,Z,-6774099.7
20250120-233754,1,X,-7984367.6
20250120-233754,1,Y,-6578867.4
20250120-233754,1,Z,-2398040.5
20250120-233754,2,X,-7143769.5
20250120-233754,2,Y,+7903779.3
20250120-233754,2,Z,+2030668.2
20250120-233754,3,X,-4865182.3
20250120-233754,3,Y,-6952948.3
20250120-233754,3,Z,-6199681.1
20250120-233754,4,X,-3226485.1
20250120-233754,4,Y,+8793944.9
20250120-233754,4,Z,-3990506.9
20250120-233754,5,X,-14603670.4
20250120-233754,5,Y,-5787716.8
20250120-233754,5,Z,-4586323.6
20250120-233754,6,X,-4971671.4
20250120-233754,6,Y,-5511117.8
20250120-233754,6,Z,+000455.0
