时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-225223,11,Z,+000085.0
20250120-225223,12,X,+000337.7
20250120-225223,12,Y,-000439.0
20250120-225223,12,Z,-000522.8
20250120-225223,13,X,-001268.1
20250120-225223,13,Y,+001289.0
20250120-225223,13,Z,+001252.9
20250120-225223,14,X,-000439.0
20250120-225223,14,Y,+000338.9
20250120-225223,14,Z,-000734.8
20250120-225223,15,X,+000296.9
20250120-225223,15,Y,+000395.9
20250120-225223,15,Z,-001562.7
20250120-225223,0,Y,-000026.7
20250120-225223,0,Z,-000101.7
20250120-225223,1,X,+000073.1
20250120-225223,1,Y,-000042.2
20250120-225223,1,Z,+000022.4
20250120-225223,2,X,+000006.7
20250120-225223,2,Y,-000025.6
20250120-225223,2,Z,-000186.2
20250120-225223,3,Y,+1374221.1
20250120-225223,3,Z,+000505.2
20250120-225223,4,X,+000117.5
20250120-225223,4,Y,-000092.0
20250120-225223,4,Z,+000002.5
20250120-225223,5,X,+000041.3
20250120-225223,5,Y,+000129.6
20250120-225223,5,Z,-000154.1
20250120-225223,6,X,-000142.8
20250120-225223,6,Y,+000013.9
20250120-225223,6,Z,-000390.6
20250120-225223,7,X,+000153.0
20250120-225223,7,Y,-000106.7
20250120-225223,8,X,+000130.6
20250120-225223,8,Z,+000192.3
20250120-225223,9,X,-000073.7
20250120-225223,9,Y,-000083.8
20250120-225223,9,Z,+000193.0
20250120-225223,10,X,+000013.8
20250120-225223,10,Y,+000377.9
20250120-225223,10,Z,-000019.8
20250120-225223,11,Y,+1374221.1
20250120-225223,11,Z,-000053.4
20250120-225223,12,X,+000367.3
20250120-225223,12,Y,+000115.8
20250120-225223,12,Z,+000029.6
20250120-225223,13,X,-000229.5
20250120-225223,13,Y,+000020.9
20250120-225223,13,Z,+000025.1
20250120-225223,14,X,-000298.2
20250120-225223,14,Y,+000002.9
20250120-225223,14,Z,-000059.3
20250120-225223,15,X,+000053.2
20250120-225223,15,Y,-000148.2
20250120-225223,15,Z,-000124.2
20250120-225224,0,X,+000005.8
20250120-225224,0,Y,+000306.2
20250120-225224,0,Z,+000094.3
20250120-225224,1,X,-000184.0
20250120-225224,1,Y,-000033.8
20250120-225224,1,Z,-000123.4
20250120-225224,2,X,+000069.9
20250120-225224,2,Z,-000086.2
20250120-225224,3,Y,+1449937.4
20250120-225224,3,Z,+000350.5
20250120-225224,4,X,-000014.0
20250120-225224,4,Y,+000208.4
20250120-225224,4,Z,-000189.8
20250120-225224,5,X,+000014.0
20250120-225224,5,Y,+000117.6
20250120-225224,5,Z,-000168.8
20250120-225224,6,X,+000033.8
20250120-225224,6,Y,-000094.3
20250120-225224,6,Z,+000118.8
20250120-225224,7,X,+000301.6
20250120-225224,7,Y,-000062.9
20250120-225224,7,Z,-000149.0
20250120-225224,8,X,-000062.9
20250120-225224,8,Y,-000108.3
20250120-225224,8,Z,+000309.7
20250120-225224,9,X,-000021.0
20250120-225224,9,Y,-000004.7
20250120-225224,9,Z,+000196.8
20250120-225224,10,X,+000194.5
20250120-225224,10,Y,+000177.0
20250120-225224,10,Z,+000065.2
20250120-225224,11,Y,+1449937.4
20250120-225224,11,Z,-000067.5
20250120-225224,12,X,+000331.9
20250120-225224,12,Y,+000022.1
20250120-225224,12,Z,-000015.1
20250120-225224,13,Y,+000011.6
20250120-225224,13,Z,+000009.3
20250120-225224,14,X,-000072.2
20250120-225224,14,Z,-000153.7
20250120-225224,15,X,+000125.8
20250120-225224,15,Y,-000184.0
20250120-225224,15,Z,-000154.9
20250120-225224,0,X,-000071.0
20250120-225224,0,Y,+000019.8
20250120-225224,1,X,+000069.9
20250120-225224,1,Y,+000027.9
20250120-225224,1,Z,-000111.8
20250120-225224,2,X,+000034.9
20250120-225224,2,Y,+000090.8
20250120-225224,2,Z,-000236.4
20250120-225224,3,Y,+1526249.9
20250120-225224,3,Z,-000025.6
20250120-225224,4,X,+000201.4
20250120-225224,4,Y,+000088.5
20250120-225224,4,Z,-000124.6
20250120-225224,5,X,+000009.3
20250120-225224,5,Y,+000192.1
20250120-225224,5,Z,-000110.6
20250120-225224,6,X,+000025.6
20250120-225224,6,Y,+000115.3
20250120-225224,6,Z,-000086.2
20250120-225224,7,X,+000041.9
20250120-225224,7,Y,-000178.2
20250120-225224,7,Z,-000232.9
20250120-225224,8,X,+000128.1
20250120-225224,8,Y,-000062.9
20250120-225224,8,Z,+000060.6
20250120-225224,9,X,-000032.6
20250120-225224,9,Y,-000301.6
20250120-225224,9,Z,+000278.3
20250120-225224,10,X,+000073.4
20250120-225224,10,Y,+000216.6
20250120-225224,10,Z,-000144.4
20250120-225224,11,Y,+1526249.9
20250120-225224,11,Z,+000064.0
20250120-225224,12,X,+000195.6
20250120-225224,12,Y,+000054.7
20250120-225224,12,Z,+000029.1
20250120-225224,13,X,+000024.5
20250120-225224,13,Y,-000022.1
20250120-225224,13,Z,-000181.7
20250120-225224,14,X,-000281.8
20250120-225224,14,Y,+000130.4
20250120-225224,15,X,+000045.4
20250120-225224,15,Y,-000114.1
20250120-225224,15,Z,-000144.4
20250120-225224,0,X,+000161.9
20250120-225224,0,Y,+000047.7
20250120-225224,0,Z,+000037.3
20250120-225224,1,X,-000194.5
20250120-225224,1,Y,-000041.9
20250120-225224,1,Z,-000012.8
20250120-225224,2,X,-000014.0
20250120-225224,2,Y,+000139.7
20250120-225224,2,Z,-000294.6
20250120-225224,3,Y,+1602562.4
20250120-225224,3,Z,+000071.0
20250120-225224,4,X,+000101.3
20250120-225224,4,Y,+000106.0
20250120-225224,4,Z,-000005.8
20250120-225224,5,X,+000005.8
20250120-225224,5,Y,+000119.9
20250120-225224,5,Z,-000050.1
20250120-225224,6,X,-000080.3
20250120-225224,6,Y,+000012.8
20250120-225224,6,Z,-000062.9
20250120-225224,7,X,+000032.6
20250120-225224,7,Y,-000051.2
20250120-225224,7,Z,-000152.5
20250120-225224,8,X,+000167.7
20250120-225224,8,Y,-000107.1
20250120-225224,8,Z,+000152.5
20250120-225224,9,X,-000096.6
20250120-225224,9,Y,-000139.7
20250120-225224,9,Z,+000208.4
20250120-225224,10,X,+000044.2
20250120-225224,10,Y,+000081.5
20250120-225224,10,Z,+000041.9
20250120-225224,11,Y,+1602562.4
20250120-225224,11,Z,-000046.6
20250120-225224,12,X,-000122.3
20250120-225224,12,Y,+000065.2
20250120-225224,12,Z,+000154.9
20250120-225224,13,X,-000245.7
20250120-225224,13,Y,-000033.8
20250120-225224,13,Z,-000123.4
20250120-225224,14,X,-000207.3
20250120-225224,14,Y,+000178.2
20250120-225224,14,Z,-000095.5
20250120-225224,15,X,+000269.0
20250120-225224,15,Y,-000204.9
20250120-225224,15,Z,-000116.4
20250120-225224,0,X,+000071.0
20250120-225224,0,Y,+000065.2
20250120-225224,0,Z,+000060.6
20250120-225224,1,X,-000199.1
20250120-225224,1,Y,-000124.6
20250120-225224,1,Z,-000089.7
20250120-225224,2,X,+000046.6
20250120-225224,2,Y,-000033.8
20250120-225224,2,Z,-000302.8
20250120-225224,3,Y,+1678874.9
20250120-225224,3,Z,+000244.5
20250120-225224,4,X,+000039.6
20250120-225224,4,Y,+000052.4
20250120-225224,4,Z,+000040.8
20250120-225224,5,X,-000079.2
20250120-225224,5,Y,+000051.2
20250120-225224,5,Z,-000065.2
20250120-225224,6,X,+000041.9
20250120-225224,6,Y,-000015.1
20250120-225224,6,Z,+000038.4
20250120-225224,7,X,+000010.5
20250120-225224,7,Y,-000109.5
20250120-225224,7,Z,-000114.1
20250120-225224,8,X,-000033.8
20250120-225224,8,Y,-000048.9
20250120-225224,8,Z,+000244.5
20250120-225224,9,X,-000039.6
20250120-225224,9,Y,+000008.2
20250120-225224,9,Z,+000081.5
20250120-225224,10,Y,-000029.1
20250120-225224,10,Z,+000115.3
20250120-225224,11,Y,+1678874.9
20250120-225224,11,Z,-000018.6
20250120-225224,12,X,-000264.3
20250120-225224,12,Y,-000017.5
20250120-225224,12,Z,+000068.7
20250120-225224,13,X,-000064.0
20250120-225224,13,Y,+000074.5
20250120-225224,13,Z,-000161.9
20250120-225224,14,X,-000201.4
20250120-225224,14,Y,-000080.3
20250120-225224,14,Z,-000074.5
20250120-225224,15,X,-000048.9
20250120-225224,15,Y,-000217.7
20250120-225224,15,Z,-000032.6
20250120-225225,0,X,+000047.7
20250120-225225,0,Y,+000031.4
20250120-225225,0,Z,-000027.9
20250120-225225,1,X,+000062.9
20250120-225225,1,Y,-000135.1
20250120-225225,1,Z,-000186.3
20250120-225225,2,X,-000005.8
20250120-225225,2,Y,+000058.2
20250120-225225,2,Z,-000299.3
20250120-225225,3,Y,+1755187.4
20250120-225225,3,Z,+000336.5
20250120-225225,4,X,-000040.8
20250120-225225,4,Y,+000068.7
20250120-225225,4,Z,+000047.7
20250120-225225,5,Y,+000045.4
20250120-225225,5,Z,-000184.0
20250120-225225,6,X,+000053.6
20250120-225225,6,Y,+000181.7
20250120-225225,6,Z,-000165.3
20250120-225225,7,X,+000040.8
20250120-225225,7,Y,+000003.5
20250120-225225,7,Z,-000067.5
20250120-225225,8,X,+000109.5
20250120-225225,8,Y,+000086.2
20250120-225225,8,Z,+000116.4
20250120-225225,9,X,-000078.0
20250120-225225,9,Y,-000025.6
20250120-225225,9,Z,+000218.9
20250120-225225,10,X,+000239.9
20250120-225225,10,Y,+000178.2
20250120-225225,10,Z,-000246.9
20250120-225225,11,Y,+1755187.4
20250120-225225,11,Z,-000140.9
20250120-225225,12,X,-000216.6
20250120-225225,12,Y,+000071.0
20250120-225225,12,Z,+000054.7
20250120-225225,13,X,-000082.7
20250120-225225,13,Y,+000036.1
20250120-225225,13,Z,-000061.7
20250120-225225,14,X,+000217.7
20250120-225225,14,Y,+000225.9
20250120-225225,14,Z,-000228.2
20250120-225225,15,X,-000122.3
20250120-225225,15,Y,-000218.9
20250120-225225,15,Z,-000010.5
20250120-225225,0,X,+000047.7
20250120-225225,0,Y,-000161.9
20250120-225225,0,Z,-000065.2
20250120-225225,1,X,-000128.1
20250120-225225,1,Y,+000083.8
20250120-225225,1,Z,-000093.2
20250120-225225,2,X,+000021.0
20250120-225225,2,Y,+000062.9
20250120-225225,2,Z,-000142.1
20250120-225225,3,Y,+1831499.9
20250120-225225,3,Z,+000432.0
20250120-225225,4,X,+000073.4
20250120-225225,4,Y,+000180.5
20250120-225225,4,Z,+000032.6
20250120-225225,5,X,-000005.8
20250120-225225,5,Y,+000143.2
20250120-225225,5,Z,-000218.9
20250120-225225,6,X,-000130.4
20250120-225225,6,Y,-000165.3
20250120-225225,6,Z,+000151.4
20250120-225225,7,X,+000172.3
20250120-225225,7,Y,-000007.0
20250120-225225,7,Z,-000285.3
20250120-225225,8,X,+000128.1
20250120-225225,8,Y,-000007.0
20250120-225225,8,Z,+000173.5
20250120-225225,9,X,-000126.9
20250120-225225,9,Y,-000144.4
20250120-225225,9,Z,-000004.7
20250120-225225,10,X,-000004.7
20250120-225225,10,Y,+000082.7
20250120-225225,10,Z,-000052.4
20250120-225225,11,Y,+1831499.9
20250120-225225,11,Z,-000014.0
20250120-225225,12,X,+000093.2
20250120-225225,12,Y,+000082.7
20250120-225225,12,Z,+000107.1
20250120-225225,13,X,+000088.5
20250120-225225,13,Y,+000022.1
20250120-225225,13,Z,+000039.6
20250120-225225,14,X,-000119.9
20250120-225225,14,Y,-000104.8
20250120-225225,14,Z,+000024.5
20250120-225225,15,X,+000178.2
20250120-225225,15,Y,+000038.4
20250120-225225,15,Z,-000170.0
20250120-225225,0,X,+000232.9
20250120-225225,0,Y,+000338.9
20250120-225225,0,Z,+000298.1
20250120-225225,1,X,+000165.3
20250120-225225,1,Y,-001140.0
20250120-225225,1,Z,-000295.8
20250120-225225,2,X,-000574.1
20250120-225225,2,Y,-000103.6
20250120-225225,2,Z,+000479.7
20250120-225225,3,Y,+1870252.4
20250120-225225,3,Z,-000450.6
20250120-225225,4,X,-000921.1
20250120-225225,4,Y,-000690.5
20250120-225225,4,Z,+000138.6
20250120-225225,5,X,-001108.5
20250120-225225,5,Y,-000188.6
20250120-225225,5,Z,-000427.3
20250120-225225,6,X,+000875.7
20250120-225225,6,Y,-000206.1
20250120-225225,6,Z,-000730.1
20250120-225225,7,X,+000421.5
20250120-225225,7,Y,+000017.5
20250120-225225,7,Z,-000773.2
20250120-225225,8,X,+000191.0
20250120-225225,8,Y,-000832.6
20250120-225225,8,Z,+000854.7
20250120-225225,9,X,+000094.3
20250120-225225,9,Y,+000880.3
20250120-225225,9,Z,+000511.2
20250120-225225,10,X,-000497.2
20250120-225225,10,Y,+000560.1
20250120-225225,10,Z,+000504.2
20250120-225225,11,Y,+1870252.4
20250120-225225,11,Z,-000213.1
20250120-225225,12,X,-000929.2
20250120-225225,12,Y,-000066.4
20250120-225225,12,Z,+000073.4
20250120-225225,13,X,-000224.7
20250120-225225,13,Y,+000245.7
20250120-225225,13,Z,-000535.6
20250120-225225,14,X,+000157.2
20250120-225225,14,Y,+000040.8
20250120-225225,14,Z,-000511.2
20250120-225225,15,X,-000820.9
20250120-225225,15,Y,+000395.9
20250120-225225,15,Z,+000300.4
20250120-225225,0,X,+000080.3
20250120-225225,0,Y,+000131.6
20250120-225225,0,Z,-000038.4
20250120-225225,1,X,-000193.3
20250120-225225,1,Y,+000039.6
20250120-225225,1,Z,+000040.8
20250120-225225,2,X,+000113.0
20250120-225225,2,Y,+000024.5
20250120-225225,2,Z,-000160.7
20250120-225225,3,Y,+1909004.8
20250120-225225,3,Z,-000021.0
20250120-225225,4,X,+000083.8
20250120-225225,4,Y,+000218.9
20250120-225225,4,Z,-000144.4
20250120-225225,5,X,+000113.0
20250120-225225,5,Y,+000253.8
20250120-225225,5,Z,-000259.7
20250120-225225,6,X,+000022.1
20250120-225225,6,Y,+000156.0
20250120-225225,6,Z,-000192.1
20250120-225225,7,X,+000124.6
20250120-225225,7,Y,-000153.7
20250120-225225,7,Z,-000075.7
20250120-225225,8,X,+000291.1
20250120-225225,8,Y,-000099.0
20250120-225225,8,Z,+000225.9
20250120-225225,9,Y,-000143.2
20250120-225225,9,Z,+000406.4
20250120-225225,10,Y,+000079.2
20250120-225225,10,Z,-000093.2
20250120-225225,11,Y,+1909004.8
20250120-225225,11,Z,+000034.9
20250120-225225,12,X,+000121.1
20250120-225225,12,Y,-000027.9
20250120-225225,12,Z,+000038.4
20250120-225225,13,X,-000243.4
20250120-225225,13,Y,+000017.5
20250120-225225,13,Z,-000101.3
20250120-225225,14,X,-000277.1
20250120-225225,14,Y,+000100.1
20250120-225225,14,Z,-000059.4
20250120-225225,15,X,-000078.0
20250120-225225,15,Y,-000054.7
20250120-225225,15,Z,-000117.6
20250120-225226,0,X,+000090.9
20250120-225226,0,Y,+000245.4
20250120-225226,0,Z,-000192.8
20250120-225226,1,X,+000003.3
20250120-225226,2,X,-000069.0
20250120-225226,2,Y,+000086.8
20250120-225226,2,Z,-000157.8
20250120-225226,3,Y,+1984721.1
20250120-225226,3,Z,+000060.4
20250120-225226,4,X,+000064.3
20250120-225226,4,Y,+000027.5
20250120-225226,4,Z,+000148.0
20250120-225226,5,X,+000010.5
20250120-225226,5,Y,+000186.3
20250120-225226,5,Z,-000128.1
20250120-225226,6,X,-000029.3
20250120-225226,6,Y,-000311.4
20250120-225226,6,Z,-000178.9
20250120-225226,7,X,+000015.8
20250120-225226,7,Y,+000077.8
20250120-225226,7,Z,-000017.3
20250120-225226,8,X,-000032.6
20250120-225226,8,Y,-000131.1
20250120-225226,8,Z,+000176.9
20250120-225226,9,X,-000292.5
20250120-225226,9,Y,-000018.7
20250120-225226,9,Z,+000049.8
20250120-225226,10,X,+000056.4
20250120-225226,10,Y,+000124.8
20250120-225226,10,Z,+000083.1
20250120-225226,11,Y,+1984721.1
20250120-225226,11,Z,+000072.0
20250120-225226,12,X,+000090.5
20250120-225226,12,Y,+000262.5
20250120-225226,12,Z,-000017.7
20250120-225226,13,X,-000113.5
20250120-225226,13,Y,-000029.9
20250120-225226,13,Z,-000093.2
20250120-225226,14,X,-000151.5
20250120-225226,14,Y,+000173.2
20250120-225226,14,Z,-000110.2
20250120-225226,15,X,+000198.7
20250120-225226,15,Y,-000098.6
20250120-225226,15,Z,-000145.5
20250120-225226,0,X,-000011.9
20250120-225226,0,Y,+000023.9
20250120-225226,0,Z,-000022.1
20250120-225226,1,X,-000165.1
20250120-225226,1,Y,-000080.6
20250120-225226,1,Z,-000112.1
20250120-225226,2,X,+000015.4
20250120-225226,2,Y,+000079.8
20250120-225226,2,Z,-000120.8
20250120-225226,3,Y,+2174906.2
20250120-225226,3,Z,+000207.6
20250120-225226,4,X,+000096.9
20250120-225226,4,Y,+000130.4
20250120-225226,4,Z,-000051.5
20250120-225226,5,X,+000043.7
20250120-225226,5,Y,+000177.3
20250120-225226,5,Z,-000081.2
20250120-225226,6,X,-000023.3
20250120-225226,6,Y,+000002.6
20250120-225226,6,Z,+000005.2
20250120-225226,7,X,+000082.7
20250120-225226,7,Y,+000059.4
20250120-225226,7,Z,-000226.2
20250120-225226,8,X,+000113.8
20250120-225226,8,Y,-000068.7
20250120-225226,8,Z,+000168.8
20250120-225226,9,X,-000035.2
20250120-225226,9,Y,-000149.9
20250120-225226,9,Z,+000275.1
20250120-225226,10,X,+000160.4
20250120-225226,10,Y,+000091.7
20250120-225226,10,Z,-000048.0
20250120-225226,11,Y,+2174906.2
20250120-225226,11,Z,-000044.2
20250120-225226,12,X,+000122.6
20250120-225226,12,Y,+000148.2
20250120-225226,12,Z,+000022.4
20250120-225226,13,X,-000147.6
20250120-225226,13,Y,+000023.6
20250120-225226,13,Z,-000098.7
20250120-225226,14,X,-000054.7
20250120-225226,14,Y,+000076.9
20250120-225226,14,Z,-000055.6
20250120-225226,15,X,+000122.8
20250120-225226,15,Y,-000181.4
20250120-225226,15,Z,-000144.4
20250120-225228,0,X,+000035.3
20250120-225228,0,Y,+000006.1
20250120-225228,0,Z,+000098.8
20250120-225228,1,X,-000104.4
20250120-225228,1,Y,+000034.5
20250120-225228,1,Z,+000088.4
20250120-225228,2,X,-000026.4
20250120-225228,2,Y,+000137.3
20250120-225228,2,Z,-000198.5
20250120-225228,3,Y,+2404439.9
20250120-225228,3,Z,+000123.6
20250120-225228,4,X,+000166.2
20250120-225228,4,Y,+000021.8
20250120-225228,4,Z,-000066.5
20250120-225228,5,X,-000063.5
20250120-225228,5,Y,+000047.1
20250120-225228,5,Z,-000108.5
20250120-225228,6,X,-000003.0
20250120-225228,6,Y,-000055.3
20250120-225228,6,Z,+000038.2
20250120-225228,7,X,+000133.3
20250120-225228,7,Y,+000038.8
20250120-225228,7,Z,-000090.9
20250120-225228,8,X,+000051.2
20250120-225228,8,Y,+000026.5
20250120-225228,8,Z,+000160.9
20250120-225228,9,X,-000091.1
20250120-225228,9,Y,-000174.6
20250120-225228,9,Z,+000308.4
20250120-225228,10,X,+000152.7
20250120-225228,10,Y,+000100.2
20250120-225228,10,Z,-000174.6
20250120-225228,11,Y,+2404439.9
20250120-225228,11,Z,-000069.2
20250120-225228,12,X,+000364.3
20250120-225228,12,Y,+000051.5
20250120-225228,12,Z,+000017.3
20250120-225228,13,X,-000083.2
20250120-225228,13,Y,+000111.7
20250120-225228,13,Z,-000027.3
20250120-225228,14,X,+000071.1
20250120-225228,14,Y,-000059.2
20250120-225228,14,Z,-000030.0
20250120-225228,15,X,+000080.3
20250120-225228,15,Y,-000120.0
20250120-225228,15,Z,-000200.4
20250120-225228,0,X,+000086.2
20250120-225228,0,Y,+000131.7
20250120-225228,0,Z,+000032.4
20250120-225228,1,X,+000020.2
20250120-225228,1,Y,+000013.4
20250120-225228,1,Z,+000012.5
20250120-225228,2,X,+000007.3
20250120-225228,2,Y,+000045.8
20250120-225228,2,Z,-000226.9
20250120-225228,3,Y,+2595221.1
20250120-225228,3,Z,+000167.0
20250120-225228,4,X,+000151.5
20250120-225228,4,Y,+000118.3
20250120-225228,4,Z,-000077.2
20250120-225228,5,X,+000072.5
20250120-225228,5,Y,+000115.3
20250120-225228,5,Z,-000101.2
20250120-225228,6,X,+000005.6
20250120-225228,6,Y,-000026.2
20250120-225228,6,Z,-000098.4
20250120-225228,7,X,+000142.9
20250120-225228,7,Y,+000043.6
20250120-225228,7,Z,-000206.3
20250120-225228,8,X,+000044.7
20250120-225228,8,Y,-000062.8
20250120-225228,8,Z,+000160.6
20250120-225228,9,X,-000068.8
20250120-225228,9,Y,-000067.0
20250120-225228,9,Z,+000212.3
20250120-225228,10,X,+000108.7
20250120-225228,10,Y,+000045.8
20250120-225228,10,Z,+000077.7
20250120-225228,11,Y,+2595221.1
20250120-225228,11,Z,-000012.9
20250120-225228,12,X,-000139.1
20250120-225228,12,Y,+000053.0
20250120-225228,12,Z,+000091.7
20250120-225228,13,X,-000115.5
20250120-225228,13,Y,+000031.1
20250120-225228,13,Z,-000060.4
20250120-225228,14,X,-000149.9
20250120-225228,14,Y,+000150.0
20250120-225228,14,Z,-000066.8
20250120-225228,15,X,+000019.1
20250120-225228,15,Y,-000123.4
20250120-225228,15,Z,-000245.8
20250120-225228,0,X,+000033.8
20250120-225228,0,Y,+000208.4
20250120-225228,0,Z,+000059.4
20250120-225228,1,X,-000094.3
20250120-225228,1,Y,+000182.8
20250120-225228,1,Z,-000062.9
20250120-225228,2,Y,+000107.1
20250120-225228,2,Z,-000145.6
20250120-225228,3,Y,+2747249.9
20250120-225228,3,Z,+000068.7
20250120-225228,4,X,-000011.6
20250120-225228,4,Y,+000128.1
20250120-225228,4,Z,-000069.9
20250120-225228,5,X,-000026.8
20250120-225228,5,Y,+000014.0
20250120-225228,5,Z,-000003.5
20250120-225228,6,X,+000024.5
20250120-225228,6,Y,+000087.3
20250120-225228,6,Z,-000193.3
20250120-225228,7,X,-000186.3
20250120-225228,7,Y,-000024.5
20250120-225228,7,Z,-000132.7
20250120-225228,8,X,-000024.5
20250120-225228,8,Y,+000051.2
20250120-225228,8,Z,+000221.2
20250120-225228,9,X,+000048.9
20250120-225228,9,Y,+000017.5
20250120-225228,9,Z,+000130.4
20250120-225228,10,X,+000199.1
20250120-225228,10,Y,+000081.5
20250120-225228,10,Z,+000181.7
20250120-225228,11,Y,+2747249.9
20250120-225228,11,Z,-000048.9
20250120-225228,12,X,-000153.7
20250120-225228,12,Y,-000139.7
20250120-225228,12,Z,-000036.1
20250120-225228,13,X,-000137.4
20250120-225228,13,Y,+000069.9
20250120-225228,13,Z,-000082.7
20250120-225228,14,X,-000171.2
20250120-225228,14,Y,+000125.8
20250120-225228,14,Z,+000067.5
20250120-225228,15,X,+000206.1
20250120-225228,15,Y,-000122.3
20250120-225228,15,Z,-000143.2
20250120-225228,0,X,+000680.0
20250120-225228,0,Y,+000338.9
20250120-225228,0,Z,-001490.5
20250120-225228,1,X,-000430.8
20250120-225228,1,Y,-000022.1
20250120-225228,1,Z,-000221.2
20250120-225228,2,X,+000171.2
20250120-225228,2,Y,-000252.7
20250120-225228,2,Z,-001010.7
20250120-225228,3,Y,+2786002.3
20250120-225228,3,Z,+000741.7
20250120-225228,4,X,+000196.8
20250120-225228,4,Y,-000690.5
20250120-225228,4,Z,+000287.6
20250120-225228,5,X,-000363.3
20250120-225228,5,Y,+000407.6
20250120-225228,5,Z,+000019.8
20250120-225228,6,X,+001173.8
20250120-225228,6,Y,+001209.8
20250120-225228,6,Z,+000611.3
20250120-225228,7,X,+000048.9
20250120-225228,7,Y,+000166.5
20250120-225228,7,Z,+000493.7
20250120-225228,8,X,-001374.0
20250120-225228,8,Y,+000583.4
20250120-225228,8,Z,+000184.0
20250120-225228,9,X,-000054.7
20250120-225228,9,Y,-001206.4
20250120-225228,9,Z,-000383.1
20250120-225228,10,X,+000471.6
20250120-225228,10,Y,+000709.1
20250120-225228,10,Z,+000280.6
20250120-225228,11,Y,+2786002.3
20250120-225228,11,Z,+000755.7
20250120-225228,12,X,-000407.6
20250120-225228,12,Y,+000231.7
20250120-225228,12,Z,-000597.4
20250120-225228,13,X,-000150.2
20250120-225228,13,Y,+000469.3
20250120-225228,13,Z,+000656.7
20250120-225228,14,X,+000008.2
20250120-225228,14,Y,-000406.4
20250120-225228,14,Z,+000234.1
20250120-225228,15,X,-000150.2
20250120-225228,15,Y,-000647.4
20250120-225228,15,Z,+001418.3
20250120-225228,0,X,+000031.8
20250120-225228,0,Y,-000040.9
20250120-225228,0,Z,+000107.6
20250120-225228,1,X,-000057.0
20250120-225228,1,Y,+000047.7
20250120-225228,1,Z,+000173.9
20250120-225228,2,X,+000115.6
20250120-225228,2,Y,+000157.8
20250120-225228,2,Z,-000151.9
20250120-225228,3,Y,+2824158.6
20250120-225228,3,Z,+000157.4
20250120-225228,4,X,+000235.8
20250120-225228,4,Y,+000115.1
20250120-225228,4,Z,-000004.6
20250120-225228,5,X,+000035.3
20250120-225228,5,Y,+000198.2
20250120-225228,5,Z,+000029.3
20250120-225228,6,X,+000058.3
20250120-225228,6,Y,-000055.9
20250120-225228,6,Z,+000094.4
20250120-225228,7,X,+000032.3
20250120-225228,7,Y,-000087.8
20250120-225228,7,Z,-000181.7
20250120-225228,8,X,+000129.5
20250120-225228,8,Y,-000067.2
20250120-225228,8,Z,+000115.4
20250120-225228,9,X,-000073.7
20250120-225228,9,Y,-000160.7
20250120-225228,9,Z,+000308.9
20250120-225228,10,X,+000064.7
20250120-225228,10,Y,+000023.0
20250120-225228,10,Z,-000053.0
20250120-225228,11,Y,+2824158.6
20250120-225228,11,Z,-000046.3
20250120-225228,12,X,+000053.8
20250120-225228,12,Y,+000034.2
20250120-225228,12,Z,+000043.8
20250120-225228,13,X,-000146.7
20250120-225228,13,Y,-000016.9
20250120-225228,13,Z,-000011.6
20250120-225228,14,X,-000298.2
20250120-225228,14,Y,+000097.5
20250120-225228,14,Z,-000080.6
20250120-225228,15,X,+000028.4
20250120-225228,15,Y,-000002.7
20250120-225228,15,Z,-000172.7
20250120-225228,0,X,-000071.0
20250120-225228,0,Y,+000175.8
20250120-225228,0,Z,+000132.7
20250120-225228,1,X,+000018.6
20250120-225228,1,Y,-000064.0
20250120-225228,1,Z,-000081.5
20250120-225228,2,X,-000027.9
20250120-225228,2,Y,+000087.3
20250120-225228,2,Z,-000221.2
20250120-225228,3,Y,+2899874.9
20250120-225228,3,Z,+000210.8
20250120-225228,4,X,+000118.8
20250120-225228,4,Y,+000043.1
20250120-225228,4,Z,-000062.9
20250120-225228,5,X,+000178.2
20250120-225228,5,Y,-000012.8
20250120-225228,5,Z,-000193.3
20250120-225228,6,X,-000080.3
20250120-225228,6,Y,-000135.1
20250120-225228,6,Z,-000314.4
20250120-225228,7,X,+000210.8
20250120-225228,7,Y,+000092.0
20250120-225228,7,Z,-000103.6
20250120-225228,8,X,+000033.8
20250120-225228,8,Y,+000029.1
20250120-225228,8,Z,+000253.8
20250120-225228,9,X,+000003.5
20250120-225228,9,Y,-000130.4
20250120-225228,9,Z,+000154.9
20250120-225228,10,X,+000238.7
20250120-225228,10,Y,+000010.5
20250120-225228,10,Z,+000026.8
20250120-225228,11,Y,+2899874.9
20250120-225228,11,Z,+000173.5
20250120-225228,12,X,-000061.7
20250120-225228,12,Z,-000074.5
20250120-225228,13,X,-000354.0
20250120-225228,13,Y,-000080.3
20250120-225228,14,X,+000231.7
20250120-225228,14,Y,+000100.1
20250120-225228,14,Z,+000109.5
20250120-225228,15,X,+000262.0
20250120-225228,15,Y,-000147.9
20250120-225228,15,Z,-000266.7
20250120-225229,0,X,+000079.2
20250120-225229,0,Y,-000045.4
20250120-225229,0,Z,+000122.3
20250120-225229,1,X,-000327.2
20250120-225229,1,Y,-000139.7
20250120-225229,1,Z,+000088.5
20250120-225229,2,X,+000082.7
20250120-225229,2,Y,+000033.8
20250120-225229,2,Z,-000196.8
